adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Platform_ORF,GO.Function,GO.Process,GO.Component,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
0.998974958,0.534277957,-0.665060243,-5.629643131,-0.134346181,acrA///acrA///acrA///ECs0516,acriflavin resistance protein A///acridine efflux pump///multidrug efflux system///acridine efflux pump,b0463,protein binding///identical protein binding///xenobiotic transmembrane transporter activity///xenobiotic transmembrane transporter activity,drug transmembrane transport///drug transmembrane transport///bile acid and bile salt transport///bile acid and bile salt transport///response to antibiotic,plasma membrane///outer membrane-bounded periplasmic space///intrinsic component of plasma membrane///efflux pump complex,"NC_004431.1 (559076..560305, complement)///NC_002655.2 (550494..551687, complement)///NC_000913.3 (484426..485619, complement)///NC_002695.1 (550491..551684, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.53431939,0.664990108,-5.629689985,0.100905069,adiA///adiA///adiA///ECs5099,biodegradative arginine decarboxylase///biodegradative arginine decarboxylase///arginine decarboxylase///biodegradative arginine decarboxylase,b4117,arginine decarboxylase activity///arginine decarboxylase activity///pyridoxal phosphate binding///pyridoxal phosphate binding,arginine catabolic process///arginine catabolic process///intracellular pH elevation,cytosol///cytosol,"NC_004431.1 (4896801..4899071, complement)///NC_002655.2 (5222688..5224958, complement)///NC_000913.3 (4338254..4340521, complement)///NC_002695.1 (5192703..5194973, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.53453401,-0.664626867,-5.629932584,-0.265263656,yafV///yafV///yafV///ECs0246,hypothetical protein///hypothetical protein///putative NAD(P)-binding C-N hydrolase family amidase///hypothetical protein,b0219,omega-amidase activity///omega-amidase activity///2-oxoglutaramate amidase activity///2-oxoglutaramate amidase activity,,,"NC_004431.1 (348625..349404, complement)///NC_002655.2 (277488..278258, complement)///NC_000913.3 (239419..240189, complement)///NC_002695.1 (277487..278257, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.535534843,0.66293424,-5.631061591,0.181846218,ftsL///ftsL///ftsL///ftsL,cell division protein FtsL///cell division protein FtsL///membrane bound cell division leucine zipper septum protein///cell division protein FtsL,b0083,protein binding,FtsZ-dependent cytokinesis///FtsZ-dependent cytokinesis,integral component of plasma membrane///integral component of plasma membrane///cell division site///cell division site,NC_004431.1 (94859..95224)///NC_002655.2 (95638..96003)///NC_000913.3 (91032..91397)///NC_002695.1 (95637..96002),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.535545159,0.662916804,-5.631073209,0.168578104,ftsA///ftsA///ftsA///ftsA,cell division protein FtsA///cell division protein FtsA///ATP-binding cell division FtsK recruitment protein///cell division protein FtsA,b0094,protein binding///ATP binding///identical protein binding///identical protein binding,cell division///cell division,cytosol///cytoplasmic side of plasma membrane///cytoplasmic side of plasma membrane///cell division site///cell division site,NC_004431.1 (107809..109071)///NC_002655.2 (108588..109850)///NC_000913.3 (103982..105244)///NC_002695.1 (108587..109849),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.53567174,-0.662702881,-5.631215725,-0.09692019,ydiQ///ydiQ///ydiQ///ECs2404,electron transfer flavoprotein YdiQ///electron transfer flavoprotein YdiQ///putative electron transfer flavoprotein subunit///electron transfer flavoprotein YdiQ,b1697,,cellular response to DNA damage stimulus,,NC_004431.1 (1935586..1936350)///NC_002655.2 (2454532..2455296)///NC_000913.3 (1779617..1780381)///NC_002695.1 (2379331..2380095),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.536237205,0.661747639,-5.631851645,0.466775469,amiA,N-acetylmuramoyl-L-alanine amidase,c2969,zinc ion binding///zinc ion binding///N-acetylmuramoyl-L-alanine amidase activity///N-acetylmuramoyl-L-alanine amidase activity,cell division///cellular response to antibiotic,outer membrane-bounded periplasmic space///outer membrane-bounded periplasmic space///outer membrane-bounded periplasmic space///periplasmic space,NC_004431.1 (2829900..2830769),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.537298025,0.659957384,-5.63304139,0.122677314,proW///proW///proW///ECs3541,glycine betaine transporter membrane protein///glycine betaine transporter membrane protein///glycine betaine/proline ABC transporter permease///glycine betaine transporter membrane protein,b2678,amine transmembrane transporter activity///amine transmembrane transporter activity///protein binding///carnitine transmembrane transporter activity,hyperosmotic response///hyperosmotic response///choline transport///glycine betaine transport///glycine betaine transport///glycine betaine transport///carnitine transmembrane transport,plasma membrane///integral component of plasma membrane///integral component of plasma membrane///ATP-binding cassette (ABC) transporter complex///ATP-binding cassette (ABC) transporter complex///transmembrane transporter complex,NC_004431.1 (3086550..3087614)///NC_002655.2 (3597452..3598516)///NC_000913.3 (2806010..2807074)///NC_002695.1 (3530162..3531226),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.537337508,0.659890798,-5.633085589,0.109920359,modC///modC///modC///modC,molybdate transporter ATP-binding protein///molybdate transporter ATP-binding protein///molybdate ABC transporter ATPase; chlorate resistance protein///molybdate transporter ATP-binding protein,b0765,ATP binding///molybdate ion transmembrane transporter activity,molybdate ion transport,ATP-binding cassette (ABC) transporter complex,NC_004431.1 (818132..819190)///NC_002655.2 (882075..883133)///NC_000913.3 (796554..797612)///NC_002695.1 (880427..881485),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.537481125,0.659648617,-5.633246315,0.18402102,ycfZ,inner membrane protein,b1121,,,plasma membrane,"NC_000913.3 (1180479..1181267, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.537498328,-0.65961961,-5.633265562,-0.449969558,aroP,aromatic amino acid transporter,b0112,L-tyrosine transmembrane transporter activity///L-tyrosine transmembrane transporter activity///proton motive force dependent protein transmembrane transporter activity///L-phenylalanine transmembrane transporter activity///L-phenylalanine transmembrane transporter activity///L-tryptophan transmembrane transporter activity,phenylalanine transport///phenylalanine transport///tryptophan transport///tyrosine transport///tyrosine transport,plasma membrane///integral component of plasma membrane,"NC_000913.3 (120178..121551, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.537750076,-0.659195203,-5.633547096,-0.209935794,yhfK///yhfK///yhfK///ECs4209,"hypothetical protein///hypothetical protein///putative transporter, FUSC superfamily inner membrane protein///hypothetical protein",b3358,transmembrane transporter activity,transmembrane transport,plasma membrane///plasma membrane,NC_004431.1 (3918179..3920281)///NC_002655.2 (4273931..4276021)///NC_000913.3 (3486791..3488893)///NC_002695.1 (4206709..4208799),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.537908405,0.658928351,-5.633724037,0.179591557,nudE///nudE///nudE///nudE,ADP-ribose diphosphatase NudE///ADP-ribose diphosphatase NudE///adenosine nucleotide hydrolase; Ap3A/Ap2A/ADP-ribose/NADH hydrolase///ADP-ribose diphosphatase NudE,b3397,magnesium ion binding///ADP-sugar diphosphatase activity///ADP-sugar diphosphatase activity,nucleoside phosphate metabolic process///ribose phosphate metabolic process,cytosol///cytosol,"NC_004431.1 (3951642..3952202, complement)///NC_002655.2 (4305005..4305565, complement)///NC_000913.3 (3525589..3526149, complement)///NC_002695.1 (4237783..4238343, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.53877985,-0.65746052,-5.63469624,-0.203734466,cobB///cobB///cobB///ECs1498,"NAD-dependent deacetylase///NAD-dependent deacetylase///deacetylase of acs and cheY, chemotaxis regulator///NAD-dependent deacetylase",b1120,protein binding///NAD-dependent protein deacetylase activity///NAD-dependent protein deacetylase activity///protein-succinyllysine desuccinylase activity,chemotaxis///peptidyl-lysine deacetylation///peptidyl-lysine deacetylation///peptidyl-lysine desuccinylation///defense response to virus,,NC_004431.1 (1323747..1324568)///NC_002655.2 (1623741..1624562)///NC_000913.3 (1179631..1180359)///NC_002695.1 (1538645..1539466),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.539288131,0.65660511,-5.635261978,0.154293729,mrp///mrp,ATPase///antiporter inner membrane protein,b2113,"4 iron, 4 sulfur cluster binding",iron-sulfur cluster assembly,cytosol///cytosol,"NC_004431.1 (2484445..2485554, complement)///NC_000913.3 (2193059..2194168, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.540206977,-0.655060079,-5.63628225,-0.373404319,yhhX///yhhX///yhhX///ECs4289,dehydrogenase///dehydrogenase///putative oxidoreductase///dehydrogenase,b3440,,,cytosol,"NC_004431.1 (4019049..4020086, complement)///NC_002655.2 (4366244..4367281, complement)///NC_000913.3 (3579768..3580805, complement)///NC_002695.1 (4299022..4300059, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.540216499,-0.655044077,-5.636292806,-0.226522585,ybhI///ybhI///ECs0798,membrane pump protein///putative DASS family tricarboxylate or dicarboxylate transporter///membrane pump protein,b0770,transporter activity,,plasma membrane///plasma membrane,NC_002655.2 (887409..888842)///NC_000913.3 (801887..803320)///NC_002695.1 (885760..887193),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.540726488,0.654187288,-5.636857716,0.117235739,yijE///yijE///yijE///ECs4872,transport protein YijE///hypothetical protein///EamA-like transporter family protein///hypothetical protein,b3943,sulfur amino acid transmembrane transporter activity///threonine efflux transmembrane transporter activity///transmembrane transporter activity,sulfur amino acid transport///transmembrane transport,plasma membrane///integral component of plasma membrane///integral component of membrane,NC_004431.1 (4663054..4664025)///NC_002655.2 (5011724..5012662)///NC_000913.3 (4136108..4137013)///NC_002695.1 (4942991..4943896),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.541550325,0.652804347,-5.637768232,0.133794872,nadA///nadA///nadA///ECs0778,"quinolinate synthetase///quinolinate synthetase///quinolinate synthase, subunit A///quinolinate synthetase",b0750,"quinolinate synthetase A activity///quinolinate synthetase A activity///quinolinate synthetase A activity///4 iron, 4 sulfur cluster binding///4 iron, 4 sulfur cluster binding///4 iron, 4 sulfur cluster binding",'de novo' NAD biosynthetic process from aspartate///'de novo' NAD biosynthetic process from aspartate,cytosol///cytosol,NC_004431.1 (804206..805249)///NC_002655.2 (867603..868646)///NC_000913.3 (782085..783128)///NC_002695.1 (865949..866992),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.54192551,0.652174995,-5.638182059,0.144108757,ldcA///ldcA///ldcA///ldcA,"L,D-carboxypeptidase A///L,D-carboxypeptidase A///murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A///L,D-carboxypeptidase A",b1192,carboxypeptidase activity,glycopeptide catabolic process///peptidoglycan turnover,cytosol,"NC_004431.1 (1479264..1480178, complement)///NC_002655.2 (1775100..1776014, complement)///NC_000913.3 (1242166..1243080, complement)///NC_002695.1 (1683694..1684608, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.542212066,-0.651694504,-5.638497778,-0.221766182,yecM///yecM///yecM///ECs2585,hypothetical protein///hypothetical protein///putative metal-binding enzyme///hypothetical protein,b1875,,,cytosol///cytosol,"NC_004431.1 (2110833..2111405, complement)///NC_002655.2 (2636421..2636993, complement)///NC_000913.3 (1959280..1959846, complement)///NC_002695.1 (2561210..2561776, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.54222274,-0.651676609,-5.638509532,-0.17227001,crp///crp///crp///ECs4208,"cAMP-regulatory protein///cAMP-regulatory protein///cAMP-activated global transcription factor, mediator of catabolite repression///cAMP-regulatory protein",b3357,DNA-binding transcription factor activity///protein binding///identical protein binding///sequence-specific DNA binding///sequence-specific DNA binding,"transcription, DNA-templated///transcription, DNA-templated///transcription, DNA-templated///transcription, DNA-templated///carbon catabolite repression of transcription///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated",cytosol///cytosol///protein-DNA complex///protein-DNA complex,NC_004431.1 (3917508..3918140)///NC_002655.2 (4273248..4273880)///NC_000913.3 (3486120..3486752)///NC_002695.1 (4206026..4206658),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.542380483,-0.651412183,-5.638683193,-0.191016372,entB///entB///entB///ECs0634,"isochorismatase///2,3-dihydro-2,3-dihydroxybenzoate synthetase///isochorismatase///2,3-dihydro-2,3-dihydroxybenzoate synthetase",b0595,"magnesium ion binding///magnesium ion binding///protein binding///isochorismatase activity///isochorismatase activity///transferase activity, transferring alkyl or aryl (other than methyl) groups///phosphopantetheine binding///phosphopantetheine binding///identical protein binding///2,3-dihydroxybenzoate-serine ligase activity///2,3-dihydroxybenzoate-serine ligase activity",phenazine biosynthetic process///enterobactin biosynthetic process///enterobactin biosynthetic process,cytosol///cytosol///plasma membrane///plasma membrane,NC_004431.1 (669767..670624)///NC_002655.2 (708946..709803)///NC_000913.3 (627694..628551)///NC_002695.1 (709164..710021),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.542572951,0.651089617,-5.638894958,0.266636419,yggR///yggR///yggR///ECs3827,hypothetical protein///protein transport///putative PilT family AAA+ ATPase///protein transport,b2950,protein binding,,cytosol,"NC_004431.1 (3390045..3391100, complement)///NC_002655.2 (3902918..3903943, complement)///NC_000913.3 (3094100..3095080, complement)///NC_002695.1 (3835606..3836631, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.542680412,0.65090955,-5.639013133,0.156792737,asr///asr///asr///ECs2303,acid shock protein///acid shock protein///acid shock-inducible periplasmic protein///acid-shock protein,b1597,,response to acid chemical///response to acid chemical///response to zinc ion,periplasmic space,NC_004431.1 (1832071..1832379)///NC_002655.2 (2346463..2346771)///NC_000913.3 (1671376..1671684)///NC_002695.1 (2271178..2271486),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.542938673,-0.650476889,-5.639296971,-0.102280809,ybiO///ybiO///ybiO///ECs0886,"hypothetical protein///hypothetical protein///mechanosensitive channel protein, intermediate conductance///hypothetical protein",Z1030,mechanosensitive ion channel activity///mechanosensitive ion channel activity,cellular response to osmotic stress///cellular response to osmotic stress,plasma membrane///integral component of plasma membrane,"NC_004431.1 (865750..867975, complement)///NC_002655.2 (969361..971586, complement)///NC_000913.3 (843255..845480, complement)///NC_002695.1 (967706..969931, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.543690386,-0.649218321,-5.640121729,-0.104047197,rplL///rplL///rplL///rplL,50S ribosomal protein L7/L12///50S ribosomal protein L7/L12///50S ribosomal subunit protein L7/L12///50S ribosomal protein L7/L12,b3986,protein binding///ribosome binding,translation,cytosol///large ribosomal subunit///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit,NC_004431.1 (4712687..4713052)///NC_002655.2 (5058202..5058567)///NC_000913.3 (4180560..4180925)///NC_002695.1 (4989456..4989821),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.543694233,-0.649211883,-5.640125945,-0.247334783,yiaB///yiaB///yiaB///ECs4446,hypothetical protein///hypothetical protein///YiaAB family inner membrane protein///hypothetical protein,b3563,,cellular response to DNA damage stimulus,plasma membrane///integral component of plasma membrane///integral component of plasma membrane,"NC_004431.1 (4165040..4165423, complement)///NC_002655.2 (4540806..4541159, complement)///NC_000913.3 (3727407..3727748, complement)///NC_002695.1 (4473577..4473930, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.543743406,-0.649129594,-5.640179823,-0.118175589,ybiW///Z1046m///ybiW,formate acetyltransferase 3///pyruvate-formate lyase///putative pyruvate formate lyase,Z1046,,,cytosol///cytosol,"NC_004431.1 (881069..883501, complement)///NC_002655.2 (986064..988495, complement)///NC_000913.3 (860174..862606, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.54452576,0.64782101,-5.64103584,0.13840527,pepA///pepA///pepA///ECs5237,"leucyl aminopeptidase///leucyl aminopeptidase///multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor///leucyl aminopeptidase",b4260,"transcription antitermination factor activity, DNA binding///DNA binding///aminopeptidase activity","plasmid maintenance///transcription, DNA-templated///transcription, DNA-templated///plasmid recombination///peptide catabolic process",,"NC_004431.1 (5103374..5104885, complement)///NC_002655.2 (5370034..5371545, complement)///NC_000913.3 (4484440..4485951, complement)///NC_002695.1 (5340031..5341542, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.545094349,0.646870741,-5.641656555,0.100430509,thiL///thiL///thiL///ECs0470,thiamine monophosphate kinase///thiamine monophosphate kinase///thiamine monophosphate kinase///thiamine monophosphate kinase,b0417,magnesium ion binding///ATP binding///thiamine-phosphate kinase activity///metal ion binding,thiamine biosynthetic process///thiamine diphosphate biosynthetic process,,NC_004431.1 (509687..510664)///NC_002655.2 (499891..500868)///NC_000913.3 (435634..436611)///NC_002695.1 (499889..500866),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.545555303,0.646100833,-5.642158898,0.209284542,ydjY///ydjY///ydjY///ECs2457,hypothetical protein///hypothetical protein///putative ferrodoxin-like lipoprotein///hypothetical protein,b1751,,,cytosol,NC_004431.1 (1987799..1988638)///NC_002655.2 (2508669..2509508)///NC_000913.3 (1834116..1834793)///NC_002695.1 (2433628..2434305),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.546062521,-0.645254142,-5.642710761,-0.088481992,ydfG///ydfG///ydfG///ECs2148,3-hydroxy acid dehydrogenase///3-hydroxy acid dehydrogenase///NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase///3-hydroxy acid dehydrogenase,b1539,oxidoreductase activity///serine 3-dehydrogenase activity///3-hydroxypropionate dehydrogenase (NADP+) activity,uracil catabolic process///uracil catabolic process,cytosol///cytosol,"NC_004431.1 (1808677..1809438)///NC_002655.2 (1934312..1935058, complement)///NC_000913.3 (1627517..1628263)///NC_002695.1 (2153413..2154159)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.546655991,-0.644264117,-5.643355275,-0.145267669,cstA///cstA///cstA///ECs0637,carbon starvation protein A///carbon starvation protein///carbon starvation protein involved in peptide utilization; APC peptide transporter family protein///carbon starvation protein,b0598,,cellular response to starvation///cellular response to nutrient levels,plasma membrane///integral component of plasma membrane,NC_004431.1 (671967..674072)///NC_002655.2 (711146..713251)///NC_000913.3 (629894..631999)///NC_002695.1 (711364..713469),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.546736685,0.644129557,-5.643442811,0.180805565,adk///adk///adk///adk,adenylate kinase///adenylate kinase///adenylate kinase///adenylate kinase,b0474,magnesium ion binding///adenylate kinase activity///adenylate kinase activity///protein binding///ATP binding///AMP binding,ADP biosynthetic process///translation///phospholipid biosynthetic process///purine ribonucleotide interconversion///RNA biosynthetic process,cytosol,NC_004431.1 (571825..572469)///NC_002655.2 (563073..563717)///NC_000913.3 (497175..497819)///NC_002695.1 (563070..563714),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.546796151,-0.644030405,-5.643507302,-0.104261956,lamB///lamB///lamB///lamB,maltoporin///maltoporin///maltose outer membrane porin (maltoporin)///maltoporin,b4036,protein binding///carbohydrate transmembrane transporter activity///porin activity///porin activity///maltodextrin transmembrane transporter activity,cellular response to DNA damage stimulus///maltodextrin transport,cell outer membrane///intrinsic component of cell outer membrane///integral component of cell outer membrane///integral component of cell outer membrane///pore complex///pore complex,NC_004431.1 (4781865..4783205)///NC_002655.2 (5131231..5132571)///NC_000913.3 (4247971..4249311)///NC_002695.1 (5101245..5102585),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.546826495,-0.643979812,-5.643540207,-0.225722367,ycgV,putative adhesin,b1202,adhesin autotransporter activity,cell adhesion involved in biofilm formation,outer membrane,"NC_000913.3 (1253085..1255952, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.546914956,0.643832332,-5.643636111,0.097744168,trxA///trxA///trxA///trxA,thioredoxin///thioredoxin///thioredoxin 1///thioredoxin,b3781,"protein binding///protein disulfide oxidoreductase activity///protein disulfide oxidoreductase activity///oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor///protein-disulfide reductase activity",cell redox homeostasis///cell redox homeostasis,cytoplasm///cytosol///cytosol,NC_004431.1 (4465820..4466254)///NC_002655.2 (4828098..4828481)///NC_000913.3 (3965761..3966090)///NC_002695.1 (4759113..4759496),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.54702896,-0.64364229,-5.643759665,-0.139840135,glk///glk///glk///glk,glucokinase///glucokinase///glucokinase///glucokinase,b2388,glucokinase activity///glucokinase activity,glycolytic process///glycolytic process,cytosol///cytosol,"NC_004431.1 (2790848..2791813, complement)///NC_002655.2 (3306555..3307520, complement)///NC_000913.3 (2508461..2509426, complement)///NC_002695.1 (3236595..3237560, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.547090079,0.643540416,-5.643825885,0.664288689,gcl,glyoxylate carboligase,c0622,tartronate-semialdehyde synthase activity///thiamine pyrophosphate binding///identical protein binding///FAD binding,glyoxylate catabolic process///glycolate catabolic process,,NC_004431.1 (602717..604498),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.547286345,0.643213326,-5.644038439,0.104438056,yaaJ///yaaJ///yaaJ///ECs0007,transporter yaaJ///inner membrane transport protein///putative transporter///inner membrane transport protein,b0007,,,plasma membrane///plasma membrane,"NC_004431.1 (7147..8577, complement)///NC_002655.2 (6546..7976, complement)///NC_000913.3 (6529..7959, complement)///NC_002695.1 (6546..7976, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.547337544,-0.643128013,-5.644093864,-0.105214358,argR///argR///argR///ECs4110,arginine repressor ArgR///arginine repressor ArgR///l-arginine-responsive arginine metabolism regulon transcriptional regulator///arginine repressor ArgR,b3237,bacterial-type cis-regulatory region sequence-specific DNA binding///arginine binding///identical protein binding,"protein hexamerization///plasmid recombination///regulation of arginine biosynthetic process///regulation of arginine catabolic process///negative regulation of DNA-templated transcription, initiation///positive regulation of DNA-templated transcription, initiation",,NC_004431.1 (3808184..3808654)///NC_002655.2 (4187157..4187627)///NC_000913.3 (3384703..3385173)///NC_002695.1 (4119940..4120410),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.547996243,0.642030875,-5.644806081,0.259793822,essD,DLP12 prophage; putative phage lysis protein,b0554,,viral release from host cell by cytolysis,integral component of plasma membrane,NC_000913.3 (577398..577613),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.548048379,0.641944073,-5.644862385,0.11861865,ubiE///ubiE///ubiE///ubiE,"ubiquinone/menaquinone biosynthesis methyltransferase///ubiquinone/menaquinone biosynthesis methyltransferase///bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase///ubiquinone/menaquinone biosynthesis methyltransferase",b3833,"S-adenosylmethionine-dependent methyltransferase activity///2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",ubiquinone biosynthetic process///menaquinone biosynthetic process,,NC_004431.1 (4544707..4545462)///NC_002655.2 (4883928..4884683)///NC_000913.3 (4018855..4019610)///NC_002695.1 (4815164..4815919),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.549041202,0.640292126,-5.645932709,0.095324452,yjjU///yjjU///ECs5335,hypothetical protein///putative patatin-like family phospholipase///hypothetical protein,b4377,,cellular response to DNA damage stimulus,,NC_002655.2 (5500451..5501524)///NC_000913.3 (4612411..4613484)///NC_002695.1 (5470457..5471530),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.549082537,-0.640223391,-5.645977193,-0.109600112,yiiD///yiiD///yiiD///ECs4811,hypothetical protein///acetyltransferase///GNAT family putative N-acetyltransferase///acetyltransferase,b3888,"transferase activity, transferring acyl groups other than amino-acyl groups",,,NC_004431.1 (4599551..4600540)///NC_002655.2 (4942784..4943773)///NC_000913.3 (4077449..4078438)///NC_002695.1 (4874020..4875009),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.549123725,-0.640154903,-5.646021513,-0.113690694,yiaU///yiaU///ECs4461,LysR family transcriptional regulator///putative DNA-binding transcriptional regulator///LysR family transcriptional regulator,b3585,bacterial-type cis-regulatory region sequence-specific DNA binding///sequence-specific DNA binding,"transcription, DNA-templated",cytoplasm///cytosol,NC_002655.2 (4560554..4561528)///NC_000913.3 (3751992..3752966)///NC_002695.1 (4493325..4494299),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.549207652,0.64001536,-5.646111803,0.710263625,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,c3314,magnesium ion binding///identical protein binding///2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity///2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,,cytosol,"NC_004431.1 (3154989..3155699, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.54928967,0.639879004,-5.646200014,0.113226475,flgA///flgA///flgA///flgA,flagellar basal body P-ring biosynthesis protein FlgA///flagellar basal body P-ring biosynthesis protein FlgA///assembly protein for flagellar basal-body periplasmic P ring///flagellar basal body P-ring biosynthesis protein FlgA,b1072,,bacterial-type flagellum-dependent cell motility,,"NC_004431.1 (1273707..1274366, complement)///NC_002655.2 (1574434..1575093, complement)///NC_000913.3 (1130204..1130863, complement)///NC_002695.1 (1489348..1490007, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.550114985,0.638507641,-5.647086297,0.125812026,ybeT///ybeT///ECs0685,hypothetical protein///Sel1 family TPR-like repeat protein///hypothetical protein,b0647,ubiquitin-protein transferase activity,ubiquitin-dependent ERAD pathway,Hrd1p ubiquitin ligase ERAD-L complex,"NC_002655.2 (759993..760547, complement)///NC_000913.3 (678852..679406, complement)///NC_002695.1 (760212..760766, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.550169524,-0.638417063,-5.647144778,-0.139489159,pepD,aminoacyl-histidine dipeptidase,c0383,protein binding///zinc ion binding///dipeptidase activity///metallodipeptidase activity///metallodipeptidase activity,peptide catabolic process,cytosol///cytosol,"NC_004431.1 (362387..363844, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.551329981,0.636491183,-5.648386578,0.169750572,yigF,DUF2628 family putative inner membrane protein,b3817,,,plasma membrane,"NC_000913.3 (4002419..4002799, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
