,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene.symbol,Platform_ORF,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
896,0.519845854,8.360139077,1.998085599,0.080652107,0.181237594,-4.762329977,recF,gene:SMU_2156,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
897,-0.751901885,9.1601423,-1.957714118,0.085856744,0.18985722,-4.765139437,mscL,gene:SMU_819,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
898,0.540454043,7.3745046,1.984655275,0.082348758,0.184622872,-4.774805108,dapB,gene:SMU_900,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
901,-0.630107795,2.191638122,-1.761272956,0.116112613,0.230010227,-4.781386683,comEA,gene:SMU_625,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
902,0.494803436,10.58445178,1.855518163,0.100513604,0.209855387,-4.781724765,kguA,gene:SMU_478,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
903,0.599052008,6.064001505,1.939535597,0.088304621,0.193583353,-4.784026239,dam,gene:SMU_504,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
909,-0.534963748,9.256200599,-1.928785638,0.0897836,0.196279501,-4.805477016,uvrA,gene:SMU_1851,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
910,0.317341713,7.713552261,1.960928114,0.085430803,0.189717462,-4.812565353,rmlC,gene:SMU_1460,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
912,0.404131372,7.769224682,1.960357447,0.085506283,0.189717462,-4.813843586,sygA,gene:SMU_445,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
916,0.516590652,7.739552589,1.948753606,0.087055074,0.191920347,-4.830320552,holB,gene:SMU_1662,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
918,-0.3632038,8.121070631,-1.946461701,0.087364156,0.191920347,-4.831265908,syfA,gene:SMU_1512,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
920,-0.386696218,6.84311416,-1.928429955,0.089832939,0.196279501,-4.833886146,pstS,gene:SMU_1138,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
925,0.679557032,7.014461441,1.924039417,0.090444124,0.196743392,-4.853662422,malG,gene:SMU_1570,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
926,-0.395911568,6.619513432,-1.905444181,0.093077136,0.200044868,-4.858131384,pstC1,gene:SMU_1137,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
928,-0.355319173,7.561063324,-1.924738645,0.090346522,0.196743392,-4.861082928,murC2,gene:SMU_1429,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
930,0.738274529,6.690091722,1.904367574,0.093231805,0.200159251,-4.867305077,coaA,gene:SMU_1126,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
931,0.526888702,7.778088743,1.91846151,0.091226348,0.197790752,-4.874339722,cilA,gene:SMU_1021,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
935,0.640406856,8.001047549,1.915050292,0.091707914,0.19839881,-4.881858863,gldA,gene:SMU_495,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
936,-0.360664051,9.106587387,-1.885738928,0.09594728,0.203552671,-4.881965914,ylmE,gene:SMU_553,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
939,-0.372097851,6.19425177,-1.871180625,0.098121795,0.207274414,-4.883762309,licT,gene:SMU_977,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
941,0.443343294,7.012637826,1.900753623,0.093752798,0.20105899,-4.886268866,adcB,gene:SMU_1993,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
944,0.551725804,5.335261244,1.824589245,0.105400294,0.214961892,-4.89348944,lacE,gene:SMU_1491,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
945,-0.632183864,10.83977371,-1.756928597,0.116883931,0.231305913,-4.895746606,adhC,gene:SMU_129,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
946,0.73695154,8.754139878,1.896888948,0.094313015,0.202040801,-4.898517156,msmK,gene:SMU_882,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
949,-0.629236943,8.525327769,-1.887542816,0.095681063,0.20346408,-4.901543327,rs5,gene:SMU_2009,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
950,-0.405244951,7.306417474,-1.8911535,0.095150314,0.203172695,-4.901800038,apt,gene:SMU_1467,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
951,-0.506769739,1.780365057,-1.647627929,0.137933693,0.260424091,-4.902467763,smf,gene:SMU_1001,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
954,-0.641524449,10.49779927,-1.770922095,0.114416494,0.227793888,-4.908869111,gapN,gene:SMU_676,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
956,-0.355044578,8.374366933,-1.88785552,0.095634986,0.20346408,-4.911285715,efp,gene:SMU_1847,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
958,-0.681936659,7.469365483,-1.881272742,0.096609443,0.204737306,-4.917601652,thiD,gene:SMU_85,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
961,-0.649116875,6.773201994,-1.856552001,0.100354033,0.209744182,-4.930825973,citB,gene:SMU_670,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
963,-0.404661141,7.820117266,-1.876473677,0.097325815,0.206034156,-4.933056462,sapR2,gene:SMU_1919,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
965,0.486738265,8.549584745,1.869810218,0.098328888,0.20734867,-4.943519022,lguL,gene:SMU_1603,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
967,0.644583595,7.718366263,1.867423319,0.098690585,0.207586913,-4.946525422,msmG,gene:SMU_880,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
968,-0.623258164,8.260235435,-1.85937282,0.099919869,0.209116753,-4.949536276,rl18,gene:SMU_2010,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
971,0.444162822,6.816974978,1.847453391,0.101766684,0.21049039,-4.953749792,cilB,gene:SMU_1020,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
973,-0.328124568,9.845892256,-1.787032047,0.111636432,0.223505425,-4.954824243,smc,gene:SMU_1513,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
974,-0.402406776,8.780507135,-1.846929531,0.101848591,0.21049039,-4.955052361,nusA,gene:SMU_418,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
977,-0.350267237,8.689790899,-1.846527358,0.101911514,0.21049039,-4.960722676,murC,gene:SMU_1731,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
978,-0.456385198,8.240455976,-1.851907484,0.101072798,0.209912243,-4.963332939,trcF,gene:SMU_08,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
979,-0.654069461,11.01464276,-1.693706675,0.128664029,0.248146753,-4.965185665,rs1,gene:SMU_1200,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
980,-0.31751308,9.411732073,-1.80908384,0.107933936,0.217744025,-4.96655777,opuBc,gene:SMU_1095,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
983,-0.324719825,7.150262992,-1.838093134,0.103239642,0.212621935,-4.972914417,folK,gene:SMU_971,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
984,-0.299560099,7.671294598,-1.847809424,0.101711053,0.21049039,-4.973048742,aroD,gene:SMU_777,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
986,-0.318184533,9.837031084,-1.772213265,0.114191304,0.227575196,-4.976304331,trkA,gene:SMU_1708,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
987,0.50851035,6.948402078,1.833980378,0.103893209,0.213522189,-4.978785235,grk,gene:SMU_1252,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
988,0.433508209,10.68138445,1.701755774,0.127105174,0.246664514,-4.982698013,pgk,gene:SMU_361,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
990,-0.530626347,9.956697982,-1.754511861,0.117315084,0.231694355,-4.985692842,syv,gene:SMU_1770,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
991,-0.435926085,9.306408877,-1.796579127,0.110019024,0.221271696,-4.990801326,nifS,gene:SMU_249,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
992,0.937623863,-5.054368423,1.079591002,0.311706569,0.451539692,-4.993486935,LSU_rRNA_bacteria,gene:EBG00001213002,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
993,-0.319185252,8.247834047,-1.827147645,0.104987685,0.214961892,-5.000222556,murM,gene:SMU_717,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
997,0.381379272,8.733642675,1.819113776,0.106288517,0.215665528,-5.008561439,purN,gene:SMU_35,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
999,0.450787724,8.36419842,1.824606839,0.105397451,0.214961892,-5.010572055,pfl2,gene:SMU_493,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1003,1.094100642,12.68903808,1.555986609,0.158213846,0.287356767,-5.016072983,clp,gene:SMU_956,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1005,0.749548207,13.06613971,1.52943652,0.164575014,0.295159621,-5.022674791,groEL,gene:SMU_1954,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1008,0.467235416,8.441305807,1.805634753,0.108505298,0.218449952,-5.036325531,amyA,gene:SMU_1590,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1009,-0.335027406,9.781241404,-1.73146175,0.121502701,0.23805842,-5.037954101,pmgY,gene:SMU_596,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1010,0.679906057,8.900784955,1.791520561,0.110873247,0.222536028,-5.040317818,gtfA,gene:SMU_881,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1012,0.50586038,3.101349277,1.605203687,0.147007312,0.273627762,-5.048727799,Bacteria_small_SRP,gene:EBG00001213011,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1017,-0.376171368,5.571949423,-1.715582638,0.124468218,0.242903852,-5.058433696,metC,gene:SMU_1674,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1019,0.286188514,7.97633903,1.786682504,0.111696072,0.223505425,-5.062669549,ascB,gene:SMU_1102,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1022,-0.379212148,0.183052121,-1.370899641,0.207526536,0.343680373,-5.096800071,mutE1,gene:SMU_655,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1024,0.455290205,6.13509672,1.71240354,0.125069971,0.243648248,-5.106406528,citG2,gene:SMU_1022,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1025,-0.276989676,8.929044497,-1.732931292,0.121231611,0.23781579,-5.10928806,rgpD,gene:SMU_828,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1026,-0.357585248,9.608097795,-1.690500246,0.129289934,0.248624796,-5.110617177,ftsX,gene:SMU_1324,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1030,0.357557824,4.488433567,1.61312395,0.145272954,0.271321541,-5.11683727,trpG,gene:SMU_533,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1031,-0.419992739,7.477368301,-1.740906345,0.11977025,0.235877282,-5.117594397,murD,gene:SMU_548,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1040,0.290727196,7.784055513,1.732786314,0.12125833,0.23781579,-5.13573705,nadD,gene:SMU_1799,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1046,-0.358456835,8.610142773,-1.709705624,0.125582764,0.244353839,-5.154109582,ampM,gene:SMU_1556,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1047,-0.751265464,8.925101893,-1.690638604,0.129262868,0.248624796,-5.155226712,trxB,gene:SMU_463,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1055,-0.5432748,7.880762238,-1.703198164,0.126827687,0.246533032,-5.173894479,gtfB,gene:SMU_1004,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1058,-0.361498054,4.593128462,-1.572730913,0.15431711,0.282962508,-5.177187121,scnF,gene:SMU_1811,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1060,0.350278911,6.736268965,1.679166101,0.131525067,0.251940735,-5.182876707,hisB,gene:SMU_1268,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1063,0.293380114,8.451413838,1.694986894,0.128414911,0.248146753,-5.188118132,aroB,gene:SMU_779,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1065,-0.457602152,10.47951876,-1.560252928,0.157212626,0.286144383,-5.192025894,atpB,gene:SMU_1528,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1074,-0.29864896,6.850495398,-1.659083824,0.135573266,0.257530932,-5.210703659,ylxM,gene:SMU_1061,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1077,-0.38591118,2.189074941,-1.413022087,0.195247954,0.330097869,-5.230685158,mutF,gene:SMU_654,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1086,-0.445053096,8.211820377,-1.625114321,0.142682897,0.267344117,-5.276725178,pyrR,gene:SMU_856,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1088,0.374729857,10.21209797,1.512961672,0.168636972,0.299449092,-5.283833649,purH,gene:SMU_37,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1089,-0.388879991,9.24512186,-1.583551989,0.151845318,0.279853207,-5.286256536,scnK,gene:SMU_1814,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1094,-0.395233786,9.801833042,-1.528887535,0.164708942,0.295159621,-5.30408452,syl,gene:SMU_1943,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1097,-0.392965018,2.150512423,-1.343597295,0.215837991,0.350492475,-5.310109984,comYD,gene:SMU_1983,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1101,0.247533434,7.993793107,1.600163288,0.148120863,0.275181226,-5.317035623,aroE,gene:SMU_778,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1103,0.318749571,8.17910599,1.594799455,0.149314307,0.276617021,-5.325286624,gbpD,gene:SMU_772,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1104,0.318268801,10.21511498,1.473780303,0.178659727,0.311667234,-5.333026942,dnaX,gene:SMU_1581,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1109,-0.343099148,8.77831335,-1.561939064,0.156818506,0.285690592,-5.345320351,dnaC,gene:SMU_2138,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1110,-0.363774999,7.408984039,-1.569497044,0.155062855,0.283170682,-5.34729025,parE,gene:SMU_1210,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1112,0.296426823,6.348626752,1.539618481,0.162108765,0.292692916,-5.348382752,trpD,gene:SMU_534,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1113,-0.312004839,10.24259998,-1.455445608,0.183529151,0.315863408,-5.350528177,gtfD,gene:SMU_910,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1116,0.417677673,7.824884437,1.568507161,0.155291778,0.283170682,-5.357449981,pycB,gene:SMU_1023,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1119,-0.531666755,8.539655058,-1.54811293,0.160076782,0.289753661,-5.368048674,rs8,gene:SMU_2012,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1121,-0.358839028,8.224431295,-1.555554118,0.158315665,0.287356767,-5.36973083,lemA,gene:SMU_1930,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1126,-0.336506454,3.980797545,-1.367226114,0.208628483,0.344355026,-5.39458914,scnE,gene:SMU_1810,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1128,-0.359330968,6.855407395,-1.517848386,0.167422848,0.297858684,-5.396656224,papS,gene:SMU_901,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1134,-0.494658183,7.877421038,-1.533875605,0.16349567,0.293570069,-5.400236503,rs14,gene:SMU_2014,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1138,-0.334408977,9.138450567,-1.498604812,0.172249711,0.302534475,-5.405469672,pgdA,gene:SMU_1920,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1139,-0.28279263,5.941727104,-1.471303676,0.179310718,0.312015172,-5.406005051,ogt,gene:SMU_1652,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1141,-0.653105228,1.771301687,-1.228842706,0.253951712,0.393286286,-5.407021991,mreD,gene:SMU_21,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1143,0.844362349,7.629910163,1.525332388,0.165578609,0.295812135,-5.411794105,copY,gene:SMU_424,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1147,0.697391674,6.733808476,1.499711035,0.171968903,0.302401645,-5.420389027,copZ,gene:SMU_427,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1148,0.294970002,5.867481139,1.457901115,0.182870262,0.315791594,-5.422562731,mutX,gene:SMU_1455,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1150,0.308343357,13.51711199,1.151360696,0.282737416,0.421967415,-5.426595142,gbpB,gene:SMU_22,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1153,0.384154586,6.072573658,1.461105353,0.182013613,0.31528285,-5.432903146,fruB,gene:SMU_79,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1155,0.349907171,12.43874763,1.220188387,0.257041788,0.396205819,-5.433718741,ldh,gene:SMU_1115,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1157,0.387262812,7.073289544,1.497034346,0.172649068,0.302788098,-5.437785731,hisF,gene:SMU_1264,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1160,0.255320131,8.338541394,1.503782222,0.170938975,0.300858696,-5.442930331,plsX,gene:SMU_26,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1161,-0.273425584,9.846264468,-1.415861594,0.194443552,0.329302256,-5.443652073,dltB,gene:SMU_1690,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1162,0.153380745,-5.441356439,0.273769872,0.791177458,0.855903789,-5.444198694,LSU_rRNA_bacteria,gene:EBG00001213017,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1163,-0.469608115,9.858795186,-1.412063466,0.195520178,0.330275095,-5.444479107,gshR,gene:SMU_838,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1165,0.403381866,10.86945877,1.318336632,0.223781307,0.360424913,-5.44880631,pacL,gene:SMU_1563,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1166,-0.352948228,6.733639384,-1.471216744,0.179333606,0.312015172,-5.451737524,ptxA,gene:SMU_272,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1169,0.249422041,6.266434969,1.448090737,0.185515267,0.318279672,-5.460472011,aroH,gene:SMU_1837,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1175,-0.233885494,8.077928576,-1.471424033,0.179279033,0.312015172,-5.481309259,rgpB,gene:SMU_826,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1188,-0.249743452,8.382047079,-1.448106134,0.18551109,0.318279672,-5.506548821,rgpA,gene:SMU_825,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1189,-0.582904967,9.829845952,-1.361640214,0.210313786,0.345548312,-5.506809628,rf2,gene:SMU_1326,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1193,-0.239073332,7.792192709,-1.435479089,0.188965103,0.323074653,-5.527273139,rexB,gene:SMU_1500,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1194,0.479512537,7.151485768,1.425609262,0.191704199,0.326062401,-5.531038971,satC,gene:SMU_1059,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1198,0.228918612,8.867073277,1.414696776,0.194773181,0.329577603,-5.538688383,aspS,gene:SMU_2101,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1199,0.415808225,9.49900622,1.374503146,0.206450495,0.343445891,-5.539474584,purB,gene:SMU_59,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1204,0.325383555,7.280661926,1.41661129,0.194231656,0.329225994,-5.544843756,end3,gene:SMU_1650,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1206,0.403123239,6.686486102,1.397842962,0.199597595,0.335541811,-5.545436921,rpiA,gene:SMU_1234,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1208,-0.250350746,8.878723073,-1.397632715,0.199658432,0.335541811,-5.551245021,rgpE,gene:SMU_829,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1210,0.469992943,7.00524212,1.402493618,0.198256025,0.333753531,-5.554624398,mleS,gene:SMU_137,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1211,0.450840121,7.699746122,1.410179798,0.19605606,0.330893354,-5.558426933,galR,gene:SMU_885,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1214,0.264626575,11.3292221,1.180810961,0.271496876,0.409101037,-5.562545551,secA,gene:SMU_1838,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1215,-0.435312853,9.127323909,-1.370066,0.20777616,0.343680373,-5.56366035,rl6,gene:SMU_2011,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1216,-0.363807813,9.102256864,-1.37220958,0.207134815,0.343680373,-5.565683838,malR,gene:SMU_1566,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1217,-0.325903868,8.916775687,-1.382388222,0.204112802,0.341283524,-5.565940705,atpF,gene:SMU_1532,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1219,-0.326832773,9.340004523,-1.352328546,0.213149323,0.348132132,-5.570917646,recA,gene:SMU_2085,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1220,0.259266482,9.227474545,1.366847555,0.208742327,0.344355026,-5.572858239,sygB,gene:SMU_446,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1221,-0.361349868,6.224970923,-1.346747654,0.214864535,0.349775353,-5.578178326,pstB,gene:SMU_1135,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1222,-0.31767662,8.895140558,-1.373238234,0.206827658,0.343680373,-5.578846353,ilvE,gene:SMU_1203,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1237,-0.26785827,5.178624701,-1.259258508,0.243335989,0.381639035,-5.606006112,trpE,gene:SMU_532,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1242,0.290658455,8.207639128,1.369512065,0.207942173,0.343680373,-5.61198459,rrf1,gene:SMU_1624,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1245,-0.339881223,6.850283455,-1.339432839,0.217130621,0.352032926,-5.618855451,hemN,gene:SMU_1418,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1247,0.259066742,9.624837934,1.294207478,0.231600633,0.369400201,-5.620524081,pbp1b,gene:SMU_1991,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1249,-0.454511611,8.561166447,-1.347472435,0.214641114,0.34970018,-5.6210803,rl15,gene:SMU_2007,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1250,-0.317649222,8.297469874,-1.354269669,0.212555517,0.347449905,-5.622809891,atmB,gene:SMU_1941,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1251,-0.226547033,8.155874274,-1.350828329,0.213609231,0.348306623,-5.629990188,aspG,gene:SMU_1831,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1252,0.285748976,6.927208965,1.33560831,0.21832359,0.353365417,-5.631724112,pdp,gene:SMU_1124,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1256,0.403506025,5.967474576,1.283847497,0.235028408,0.373339732,-5.641089216,nrdI,gene:SMU_1777,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1264,-0.307425687,10.27726419,-1.189734354,0.268163982,0.405871588,-5.659540827,livK,gene:SMU_1669,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1266,0.492937732,8.807695186,1.312464142,0.225663341,0.362568217,-5.667826884,purD,gene:SMU_48,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1267,0.237676646,8.857828834,1.307637464,0.227220299,0.363589334,-5.668880022,proS,gene:SMU_1783,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1271,0.599032052,9.771832502,1.233521903,0.252293877,0.391025781,-5.675067318,groES,gene:SMU_1955,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1272,-0.398566412,5.735971052,-1.234110141,0.252086104,0.391010914,-5.675256356,mreC,gene:SMU_20,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1276,-0.253815233,7.732248113,-1.307665136,0.227211346,0.363589334,-5.682360135,dnaN,gene:SMU_02,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1277,-0.233122452,9.362366531,-1.257280279,0.244014949,0.381793413,-5.682783842,gltX,gene:SMU_330,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
